R_DATE,TPERIOD,STATION,CTGRY,RIDERS
8/2/21 0:00,7PM-12AM,167 St (4),STUDENT,1
8/2/21 0:00,9AM-4PM,167 St (4),STUDENT,21
8/2/21 0:00,4PM-7PM,"167 St (B,D)",STUDENT,6
8/2/21 0:00,6AM-9AM,"167 St (B,D)",STUDENT,27
8/2/21 0:00,9AM-4PM,"167 St (B,D)",STUDENT,14
8/2/21 0:00,4PM-7PM,"168 St (A,C,1)",STUDENT,7
8/2/21 0:00,6AM-9AM,"168 St (A,C,1)",STUDENT,19
8/2/21 0:00,7PM-12AM,"168 St (A,C,1)",STUDENT,4
8/2/21 0:00,9AM-4PM,"168 St (A,C,1)",STUDENT,51
8/2/21 0:00,4PM-7PM,169 St (F),STUDENT,2
8/2/21 0:00,6AM-9AM,169 St (F),STUDENT,15
8/2/21 0:00,9AM-4PM,169 St (F),STUDENT,52
8/2/21 0:00,4PM-7PM,170 St (4),STUDENT,10
8/2/21 0:00,6AM-9AM,170 St (4),STUDENT,23
8/2/21 0:00,7PM-12AM,170 St (4),STUDENT,1
8/2/21 0:00,9AM-4PM,170 St (4),STUDENT,21
8/2/21 0:00,12AM-6AM,"170 St (B,D)",STUDENT,2
8/2/21 0:00,4PM-7PM,"170 St (B,D)",STUDENT,5
8/2/21 0:00,6AM-9AM,"170 St (B,D)",STUDENT,35
8/2/21 0:00,7PM-12AM,"170 St (B,D)",STUDENT,1
8/2/21 0:00,9AM-4PM,"170 St (B,D)",STUDENT,16
8/2/21 0:00,4PM-7PM,"174 St (2,5)",STUDENT,14
8/2/21 0:00,6AM-9AM,"174 St (2,5)",STUDENT,16
8/2/21 0:00,7PM-12AM,"174 St (2,5)",STUDENT,1
8/2/21 0:00,9AM-4PM,"174 St (2,5)",STUDENT,41
8/2/21 0:00,4PM-7PM,"174-175 Sts (B,D)",STUDENT,4
8/2/21 0:00,6AM-9AM,"174-175 Sts (B,D)",STUDENT,15
8/2/21 0:00,9AM-4PM,"174-175 Sts (B,D)",STUDENT,6
8/2/21 0:00,4PM-7PM,175 St (A),STUDENT,4
8/2/21 0:00,6AM-9AM,175 St (A),STUDENT,14
8/2/21 0:00,7PM-12AM,175 St (A),STUDENT,2
8/2/21 0:00,9AM-4PM,175 St (A),STUDENT,13
8/2/21 0:00,4PM-7PM,176 St (4),STUDENT,5
8/2/21 0:00,6AM-9AM,176 St (4),STUDENT,31
8/2/21 0:00,7PM-12AM,176 St (4),STUDENT,1
8/2/21 0:00,9AM-4PM,176 St (4),STUDENT,15
8/2/21 0:00,4PM-7PM,18 Av (D),STUDENT,4
8/2/21 0:00,6AM-9AM,18 Av (D),STUDENT,14
8/2/21 0:00,9AM-4PM,18 Av (D),STUDENT,16
8/2/21 0:00,4PM-7PM,18 Av (F),STUDENT,3
