1. Record Type,2. Sample Number,3. Phone,4. Month,5. Day,6. Year,7. Day of Week,8. Advance Letter,9. Address,10. City,11. State,12. Zip Code,13. HH County,14. HH Study Area,15. HH Zone,16. Longitude,17. Latitude,18. Number Persons,19. Number Employed,20. Vehicles Available,21. Vehicles Owned / Leased ,22. Bikes,23. Residence,24. Other Residence,25. Tenure,26. Previous Residence,27. Previous Zip Code,28. HH Factors ,29. Other Factors,30. Income,31. Day Visitors,32. Overnight Visitors,33. Delivery Vehicle,34. Number of Delivery Drivers,35. HH Vehicle Use by Non HH Member,36. GPS House,37. Total HH Trips
1,20073856,,8,21,2018,2,1,,LEANDER,TX,78641,6,AU,,-97.811,30.562,3,2,2,2,3,1,,3,1,78717,6,,24,1,0,,,2,2,18
1,20074042,,8,20,2018,1,1,,AUSTIN,TX,78717,6,AU,,-97.765,30.500,5,1,3,3,2,1,,1,2,94536,3,,15,0,0,,,2,2,11
1,20074239,,2,7,2018,3,1,,CEDAR PARK,TX,78613,6,AU,,-97.816,30.479,2,1,3,3,2,1,,5,,,1,,10,1,0,,,2,2,11
1,20074802,,8,20,2018,1,1,,ROUND ROCK,TX,78664,6,AU,,-97.658,30.533,5,1,2,2,2,1,,5,,,4;6,,15,1,0,,,1,2,11
1,20074904,,2,21,2018,3,1,,Rosanky,TX,78953,1,AU,,-97.338,29.834,2,2,3,3,0,1,,3,2,77840,96,0,18,0,0,,,2,2,3
1,20074950,,2,6,2018,2,1,,WIMBERLEY,TX,78676,4,AU,,-98.119,30.011,4,2,2,2,2,1,,4,1,78676,4;6,,22,0,0,,,2,2,18
1,20076139,,1,30,2018,2,1,,Wimberley,TX,78676,4,AU,,-98.140,30.028,2,2,2,2,0,1,,5,,,96,0,21,0,0,,,2,2,4
1,20076347,,3,23,2018,5,1,,Austin,TX,78717,6,AU,,-97.748,30.507,3,2,2,2,4,1,,2,2,46037,4;6,,21,1,0,,,2,2,16
1,20076393,,2,15,2018,4,1,,ROSANKY,TX,78953,1,AU,,-97.331,29.892,2,0,3,3,2,1,,5,,,2;6,,15,2,0,,,2,2,8
1,20076821,,5,11,2018,5,1,,Leander,TX,78641,6,AU,,-97.864,30.549,4,1,2,2,1,1,,1,1,78613,1,,15,0,0,,,2,2,22
1,20076912,,5,9,2018,3,1,,Georgetown,TX,78626,6,AU,,-97.684,30.624,3,1,1,1,0,4,,2,1,78626,1;96,MOVED BECAUSE SHE MADE TOO MUCH MONEY TO QUALIFY FOR HUD HOUSING ANYMORE,13,0,0,,,2,2,13
1,20077451,,8,20,2018,1,1,,ROUND ROCK,TX,78681,6,AU,,-97.722,30.534,3,1,2,2,2,1,,5,,,4;6,,21,1,0,,,2,2,7
1,20077462,,2,28,2018,3,1,,BASTROP,TX,78602,1,AU,,-97.298,30.198,1,0,1,1,0,5,,5,,,96,CLOSER TO FAMILY,11,4,0,,,2,2,2
1,20078209,,5,2,2018,3,1,,ROUND ROCK,TX,78664,6,AU,,-97.668,30.529,2,1,1,1,1,1,,5,,,1,,10,2,0,,,2,2,8
1,20078607,,1,17,2018,3,1,,LEANDER,TX,78641,6,AU,,-97.870,30.630,3,0,1,1,0,1,,5,,,96,0,19,1,0,,,2,2,6
1,20078731,,2,2,2018,5,1,,Georgetown,TX,78626,6,AU,,-97.581,30.739,2,0,2,2,3,1,,5,,,6,,20,0,0,,,2,2,12
1,20078837,,2,22,2018,4,1,,AUSTIN,TX,78729,6,AU,,-97.783,30.454,4,3,3,3,2,1,,5,,,3,,25,0,0,,,2,2,9
1,20078879,,5,21,2018,1,1,,ROUND ROCK,TX,78681,6,AU,,-97.726,30.502,3,3,3,3,0,4,,2,1,78741,1;6,,13,0,0,,,2,2,6
1,20078906,,5,23,2018,3,1,,MC DADE,TX,78650,1,AU,,-97.214,30.327,3,2,2,2,0,1,,5,,,96,GOT MARRIED,7,0,0,,,2,2,7
1,20078913,,5,2,2018,3,1,,ROUND ROCK,TX,78681,6,AU,,-97.681,30.492,2,1,1,1,0,3,,1,1,78681,6,,9,0,0,,,2,2,7
1,20079143,,2,6,2018,2,1,,LOCKHART,TX,78644,3,AU,,-97.599,29.862,4,4,4,2,0,1,,5,,,96,0,14,1,0,,,2,2,9
1,20080486,,9,5,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.906,29.891,3,2,2,2,0,4,,5,,,1;3;6,,8,0,0,,,2,2,8
1,20080688,,9,7,2018,5,1,,San Marcos,TX,78666,4,AU,,-97.915,29.897,4,2,2,2,2,5,,5,,,1;96,WANTED SOMETHING SMALLER,6,2,0,,,2,2,13
1,20080842,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.946,29.872,2,0,2,2,0,1,,5,,,96,LIKED THE SMALL TOWN FEEL,7,0,0,,,2,2,4
1,20081109,,8,30,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.962,29.883,3,2,2,2,2,1,,2,2,49460,1;3;6,,17,0,0,,,2,2,6
1,20081184,,8,29,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.990,29.855,3,1,3,3,0,1,,5,,,6,,15,1,0,,,2,2,8
1,20081283,,9,18,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.915,29.897,4,2,1,1,2,5,,2,1,78666,1,,7,0,0,,,2,2,21
1,20081376,,8,28,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.927,29.873,2,1,2,2,0,1,,5,,,96,INHERITED,7,0,0,,,2,2,2
1,20081378,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.960,29.875,4,1,1,1,1,1,,5,,,1;4;6,,7,0,0,,,2,2,19
1,20081447,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.908,29.898,3,2,1,1,0,4,,1,1,78666,1;6,,6,0,0,,,2,2,0
1,20082055,,9,19,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.885,29.948,3,1,1,1,1,4,,1,1,78741,96,Traffic,7,0,0,,,2,1,12
1,20082177,,9,5,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.931,29.879,3,0,2,2,0,1,,5,,,6,,8,2,0,,,2,2,6
1,20082283,,8,29,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.927,29.873,2,1,2,2,0,1,,5,,,3,,5,0,0,,,2,2,5
1,20082340,,8,29,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.937,29.875,2,1,1,1,1,1,,5,,,6,,7,0,0,,,2,2,2
1,20082527,,8,30,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.962,29.867,2,0,2,2,0,4,,5,,,96,Family,7,0,0,,,1,2,12
1,20083226,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.967,29.889,4,1,3,3,3,1,,4,1,78666,1;4,,10,0,0,,,2,2,2
1,20083291,,9,19,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.924,29.874,2,2,2,2,4,1,,2,1,78666,96,2015 FLOOD MADE THEM RELOCATE,8,0,0,,,2,1,8
1,20083463,,8,30,2018,4,1,,San Marcos,TX,78666,4,AU,,-97.984,29.863,4,2,2,2,3,1,,5,,,6,,14,1,0,,,1,2,9
1,20083483,,8,30,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.970,29.969,3,1,3,3,0,5,,5,,,1;2,,12,1,0,,,,2,7
1,20083546,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.945,29.862,5,3,2,2,0,1,,2,1,78666,1,,13,0,0,,,1,1,28
1,20083644,,9,10,2018,1,1,,SAN MARCOS,TX,78666,4,AU,,-97.915,29.897,2,1,3,3,0,5,,3,1,78666,6,,7,0,0,,,2,2,10
1,20083666,,8,31,2018,5,1,,San Marcos,TX,78666,4,AU,,-97.928,29.874,3,1,1,1,0,2,,5,,,1,,10,3,3,,,2,2,11
1,20084453,,8,30,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.951,29.855,4,1,3,3,1,4,,1,2,46312,4;6,,19,0,0,,,2,2,16
1,20084483,,8,30,2018,4,1,,San Marcos,TX,78666,4,AU,,-97.959,29.900,3,2,3,3,2,4,,5,,,1,,9,1,0,,,1,2,6
1,20084506,,8,29,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.954,29.876,2,0,2,2,1,1,,1,1,78759,1;96,RETIRING,6,0,0,,,2,2,5
1,20084577,,9,6,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.966,29.896,4,2,2,2,1,4,,1,1,75243,96,STUDENT HOUSING,6,3,1,,,2,2,14
1,20084852,,8,29,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.924,29.876,4,1,2,2,0,1,,5,,,1;6,,9,2,0,,,2,2,8
1,20085055,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.962,29.879,3,2,2,2,1,5,,3,1,78666,6,,15,1,0,,,2,2,8
1,20085180,,9,10,2018,1,1,,SAN MARCOS,TX,78666,4,AU,,-98.009,29.831,4,2,3,3,2,1,,5,,,6,,14,0,0,,,2,2,9
1,20085394,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.958,29.901,2,2,2,2,0,4,,1,1,78666,6;96,MOVING IN TOGETHER,3,0,0,,,2,1,15
1,20085465,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.937,29.820,4,1,2,2,1,1,,1,1,78745,1;5;96,LOCATION,13,0,0,,,2,1,23
1,20085689,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.923,29.888,2,0,1,1,0,3,,1,1,78666,1,,7,0,0,,,2,2,4
1,20085723,,8,30,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.969,29.891,3,2,2,2,1,1,,2,1,78666,6,,19,2,0,,,2,2,6
1,20086048,,9,7,2018,5,1,,SAN MARCOS,TX,78666,3,AU,,-97.879,29.884,3,2,4,4,1,1,,5,,,1;5;6,,13,1,0,,,2,2,10
1,20086101,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.980,29.961,2,1,2,2,2,1,,5,,,6,,7,0,0,,,2,1,6
1,20086222,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.905,29.892,2,2,1,1,0,4,,1,2,78666,1,,7,0,0,,,2,1,4
1,20086809,,8,31,2018,5,1,,San Marcos,TX,78666,4,AU,,-97.903,29.901,3,1,1,1,1,3,,3,1,78130,6,,7,0,0,,,2,2,8
1,20086827,,8,30,2018,4,1,,San Marcos,TX,78666,4,AU,,-97.883,29.916,3,2,3,3,2,5,,2,1,78666,96,MOVED IN WITH BOYFRIEND AND THEY NEEDED A LARGER H,14,1,0,,,2,2,11
1,20086898,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-98.113,29.941,5,3,3,3,0,1,,5,,,6;96,FAMILY HOME,13,0,0,,,2,1,24
1,20086942,,8,29,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.923,29.876,2,2,2,2,1,3,,2,1,78666,6,,6,0,0,,,2,2,10
1,20087353,,9,7,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.942,29.855,2,0,1,1,0,1,,5,,,3,,6,0,0,,,2,2,8
1,20087556,,9,19,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.889,29.889,3,0,3,3,1,1,,5,,,96,INHERITED FROM FAMILY,7,0,0,,,2,1,12
1,20087603,,9,7,2018,5,1,,San Marcos,TX,78666,4,AU,,-97.918,29.876,3,2,1,1,1,5,,2,2,78655,96,2015 FLOOD,10,1,0,,,2,2,25
1,20087684,,8,30,2018,4,1,,San Marcos,TX,78666,4,AU,,-97.940,29.888,3,2,2,2,0,3,,4,1,78666,3,,8,1,0,,,2,2,5
1,20087890,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.903,29.884,2,0,2,2,3,2,,1,2,70806,6;8;96,wanting to get out of Louisana,6,0,0,,,2,1,14
1,20087978,,9,18,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.910,29.912,3,0,1,1,1,5,,5,,,1,,7,1,0,,,2,2,16
1,20087993,,8,29,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.941,29.857,3,3,3,3,0,1,,5,,,1;6,,17,0,0,,,2,2,9
1,20088152,,9,13,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.926,29.873,4,0,2,2,4,1,,5,,,1;2;3;6,,12,0,0,,,2,2,12
1,20088161,,9,5,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.905,29.892,2,1,1,1,2,4,,1,2,78382,1;6,,7,0,0,,,2,2,7
1,20088172,,9,19,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.958,29.893,2,2,1,1,0,4,,3,1,78666,5,,5,0,0,,,2,1,14
1,20088219,,9,7,2018,5,1,,San Marcos,TX,78666,4,AU,,-97.911,29.911,2,1,2,2,0,5,,1,2,78240,96,CLOSER TO DAUGHTER,7,0,0,,,2,2,4
1,20088372,,8,29,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.948,29.881,3,2,1,1,1,4,,2,2,18610,1,,7,0,0,,,2,2,9
1,20088426,,9,7,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.950,29.873,3,2,3,3,2,1,,5,,,96,moved in with spouse,13,0,0,,,2,2,10
1,20088628,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.927,29.880,3,1,2,2,5,1,,5,,,1;3;5;6,,13,0,0,,,2,1,7
1,20088654,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.944,29.865,3,1,3,3,0,4,,1,1,78602,5,,19,2,2,,,2,2,10
1,20088890,,9,4,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.933,29.852,4,1,2,2,0,1,,5,,,1;2;5;6;8,,18,0,0,,,2,2,37
1,20089095,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.922,29.876,5,1,1,1,2,5,,2,1,78744,8;96,CLOSER TO MOTHER,12,0,0,,,2,1,12
1,20089104,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.910,29.897,2,2,2,2,0,4,,1,2,999998,1,,7,0,0,,,2,2,6
1,20089361,,9,27,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.975,29.851,4,1,2,2,1,5,,5,,,96,FAMILY,12,0,0,,,2,2,30
1,20089441,,9,4,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.945,29.879,2,1,1,1,0,1,,5,,,96,LOCATION,6,0,0,,,2,2,6
1,20089547,,9,19,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.957,29.881,3,2,2,2,1,2,,2,1,78666,1,,13,0,0,,,2,1,4
1,20089888,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.909,29.911,4,2,2,2,4,5,,4,1,78666,1,,12,1,0,,,2,2,33
1,20089994,,9,4,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.940,29.823,5,3,3,3,3,1,,2,2,78666,1;2;3;4;5;6;8,,18,2,0,,,2,2,14
1,20090549,,9,7,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-98.006,29.823,2,2,2,2,0,1,,5,,,1,,7,0,0,,,2,2,6
1,20090647,,9,10,2018,1,1,,SAN MARCOS,TX,78666,4,AU,,-98.009,29.796,2,0,1,1,0,1,,5,,,6;96,Marriage,3,0,2,,,2,2,10
1,20090662,,9,10,2018,1,1,,SAN MARCOS,TX,78666,4,AU,,-97.925,29.879,2,0,2,2,0,4,,5,,,3,,7,0,0,,,2,2,4
1,20090707,,9,19,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.949,29.855,3,3,2,2,0,4,,2,1,78666,1;3;7,,13,0,0,,,2,1,19
1,20090946,,9,5,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.909,29.896,2,0,1,1,0,4,,5,,,1,,5,0,0,,,2,2,6
1,20091321,,9,6,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.907,29.897,2,1,2,2,0,5,,5,,,1;2;3;6;8,,6,1,0,,,2,2,7
1,20091448,,9,14,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.971,29.966,4,0,1,1,1,1,,4,1,78666,96,CLOSER TO FAMILY,6,0,0,,,2,2,16
1,20091674,,9,6,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.936,29.836,2,2,2,2,1,1,,1,1,78666,5,,7,0,0,,,2,2,4
1,20091876,,9,6,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.925,29.883,2,1,2,2,0,1,,5,,,5;6;96,GOT MARRIED MOVED IN,6,1,0,,,2,2,12
1,20091888,,9,19,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.935,29.837,3,2,2,2,2,1,,5,,,1;3;6,,13,0,0,,,2,1,14
1,20093186,,9,6,2018,4,1,,San Marcos,TX,78666,4,AU,,-97.954,29.872,4,3,3,3,2,1,,1,1,78666,5;8,,19,1,0,,,2,2,10
1,20093450,,9,7,2018,5,1,,San Marcos,TX,78666,4,AU,,-97.976,29.847,4,1,2,2,1,4,,4,1,78666,96,LARGER APARTMENT,19,2,0,,,2,2,12
1,20093611,,9,5,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.966,29.888,4,2,2,2,0,1,,4,1,78751,1,,5,0,0,,,2,2,11
1,20093612,,9,4,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.885,29.947,3,2,1,1,0,4,,1,1,78130,1,,13,0,0,,,2,2,18
1,20093675,,8,31,2018,5,1,,San Marcos,TX,78666,4,AU,,-97.928,29.874,3,0,1,1,2,4,,2,2,70601,96,CLOSER TO FAMILY,4,0,0,,,2,2,6
1,20093727,,9,20,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.910,29.895,4,3,4,4,1,4,,1,1,78641,5,,10,0,0,,,1,2,11
1,20094035,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.920,29.881,3,2,4,4,2,4,,1,1,78737,5,,7,0,0,,,2,1,3
1,20094104,,9,4,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.928,29.940,3,1,3,3,3,1,,5,,,3,,18,1,0,,,2,2,6
1,20094178,,9,12,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.917,29.877,2,0,1,1,0,5,,1,1,78666,1;96,flooded out previous residence,3,0,0,,,2,2,4
1,20094309,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.949,29.877,4,3,2,2,3,1,,5,,,5,,18,1,0,,,1,2,11
1,20094394,,9,5,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.946,29.866,4,4,4,4,1,4,,1,1,78666,6,,17,0,0,,,2,2,8
1,20094425,,9,5,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.913,29.881,2,2,1,1,1,4,,2,1,78666,1;5;96,LOCATION,5,0,0,,,2,2,4
1,20094516,,9,6,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.989,29.952,3,3,3,3,0,5,,5,,,1;96,QUIET AND CALM,13,0,0,,,2,2,7
1,20094719,,9,19,2018,3,1,,SAN MARCOS,TX,78666,4,AU,,-97.917,29.891,3,1,1,1,2,4,,5,,,1;4;5;6;8,,7,0,0,,,2,1,6
1,20094986,,9,6,2018,4,1,,SAN MARCOS,TX,78666,4,AU,,-97.921,29.890,2,1,1,1,1,4,,1,1,78745,96,MOVED AWAY FROM AUSTIN GETTING TOO BIG,7,0,0,,,2,2,7
1,20095658,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.913,29.881,2,2,2,2,2,4,,5,,,1,,5,0,0,,,2,2,4
1,20095662,,9,19,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.885,29.948,4,2,3,3,0,4,,1,2,78655,3,,12,2,0,,,1,1,25
1,20095827,,9,4,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.965,29.885,4,1,3,3,0,1,,1,1,78666,96,LOCATION,3,0,0,,,2,2,9
1,20095942,,9,7,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.906,29.891,6,2,2,2,0,4,,3,1,78666,96,FAMILY/SIZE OF THE HH,16,1,0,,,2,2,30
1,20096913,,9,7,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.911,29.907,2,1,1,1,0,4,,1,1,78666,96,HAD ISSUES AT OTHER APARTMENT,6,0,0,,,2,2,8
1,20097052,,9,6,2018,4,1,,San Marcos,TX,78666,4,AU,,-97.919,29.891,2,0,1,1,0,4,,1,1,78666,1,,2,1,0,,,2,2,6
1,20097117,,9,18,2018,2,1,,SAN MARCOS,TX,78666,4,AU,,-97.928,29.882,4,1,2,2,2,1,,1,1,78666,96,more room,13,0,0,,,2,2,14
1,20097156,,9,12,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.940,29.874,2,1,1,1,0,1,,5,,,3,,6,1,0,,,2,2,6
1,20097549,,8,31,2018,5,1,,SAN MARCOS,TX,78666,4,AU,,-97.947,29.886,2,2,2,2,0,2,,1,1,78666,4;5,,7,0,0,,,2,2,5
1,20098190,,9,6,2018,4,1,,San Marcos,TX,78666,4,AU,,-97.924,29.873,2,0,1,1,0,1,,5,,,1;2;6;8,,1,0,0,,,2,2,4
1,20098193,,9,5,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.907,29.897,3,1,2,2,1,5,,5,,,1,,16,0,0,,,2,2,11
1,20098342,,9,5,2018,3,1,,San Marcos,TX,78666,4,AU,,-97.961,29.860,3,0,1,1,0,4,,3,1,78640,1;6,,9,1,0,,,2,2,10
1,30000026,,3,6,2018,2,1,,AUSTIN,TX,78748,5,AU,,-97.829,30.158,4,1,2,2,3,1,,5,,,1;6,,18,0,0,,,2,2,9
1,30000090,,2,7,2018,3,1,,Austin,TX,78754,5,AU,,-97.644,30.394,3,2,3,3,2,5,,5,,,96,0,17,0,0,,,2,1,12
1,30000095,,1,26,2018,5,1,,AUSTIN,TX,78721,5,AU,,-97.696,30.278,1,0,1,1,0,1,,5,,,1;6,,5,3,0,,,2,2,6
1,30000161,,2,1,2018,4,1,,AUSTIN,TX,78702,5,AU,,-97.708,30.274,3,3,2,2,1,1,,1,1,78702,1;7,,24,0,0,,,2,2,7
1,30000331,,2,14,2018,3,1,,Austin,TX,78754,5,AU,,-97.676,30.330,1,0,1,1,0,2,,5,,,6,,3,0,0,,,2,1,8
1,30000437,,2,14,2018,3,1,,Austin,TX,78745,5,AU,,-97.836,30.203,4,1,2,2,2,1,,5,,,6,,15,0,0,,,2,1,17
1,30000454,,2,2,2018,5,1,,MARBLE FALLS,TX,78654,5,AU,,-98.102,30.509,3,2,1,1,0,5,,3,1,78645,96,0,15,0,0,,,2,2,2
1,30000470,,2,1,2018,4,1,,Leander,TX,78641,5,AU,,-97.872,30.501,4,2,4,4,2,1,,3,1,78613,96,0,24,2,0,,,1,2,9
1,30000535,,1,26,2018,5,1,,Round Rock,TX,78664,5,AU,,-97.645,30.473,4,2,2,2,3,1,,4,1,78745,1,,22,3,0,,,2,2,9
1,30000586,,2,2,2018,5,1,,AUSTIN,TX,78759,5,AU,,-97.719,30.409,3,2,3,3,2,4,,2,1,78731,6,,23,0,0,,,2,2,18
1,30000645,,2,1,2018,4,1,,Austin,TX,78745,5,AU,,-97.765,30.213,1,1,1,1,0,1,,5,,,1;6,,10,0,0,,,2,2,6
1,30000719,,2,2,2018,5,1,,PFLUGERVILLE,TX,78660,5,AU,,-97.629,30.462,2,2,2,2,0,1,,5,,,1;4,,20,0,0,,,2,2,4
1,30000781,,2,5,2018,1,1,,ELGIN,TX,78621,5,AU,,-97.481,30.277,2,1,2,2,0,5,,5,,,1;2;6,,21,1,0,,,2,2,9
1,30000831,,1,30,2018,2,1,,AUSTIN,TX,78727,5,AU,,-97.706,30.442,2,0,2,2,0,2,,2,2,70570,1,,22,0,0,,,2,2,4
1,30000835,,1,26,2018,5,1,,MANOR,TX,78653,5,AU,,-97.553,30.340,2,0,1,1,0,1,,5,,,96,0,13,4,0,,,2,2,6
1,30000880,,2,9,2018,5,1,,Austin,TX,78723,5,AU,,-97.665,30.305,3,1,2,2,2,1,,5,,,1;4;8,,20,1,0,,,2,2,9
1,30000910,,2,6,2018,2,1,,AUSTIN,TX,78723,5,AU,,-97.686,30.303,3,2,2,2,2,1,,5,,,1;6,,21,2,0,,,2,2,8
1,30000916,,2,14,2018,3,1,,AUSTIN,TX,78721,5,AU,,-97.685,30.271,4,0,1,1,0,1,,5,,,3,,7,0,0,,,2,2,20
1,30000935,,1,29,2018,1,1,,AUSTIN,TX,78758,5,AU,,-97.708,30.385,1,1,1,1,0,3,,5,,,4,,8,0,0,,,2,2,2
1,30000976,,2,5,2018,1,1,,AUSTIN,TX,78745,5,AU,,-97.822,30.191,4,4,3,3,3,1,,5,,,1,,24,1,0,,,2,2,11
1,30001065,,3,20,2018,2,1,,Austin,TX,78734,5,AU,,-97.928,30.375,1,1,1,1,0,5,,5,,,96,MARRIED MAN WHO OWNED THIS HOUSE,6,0,0,,,2,2,7
1,30001172,,9,5,2018,3,1,,AUSTIN,TX,78726,5,AU,,-97.846,30.428,5,2,2,2,5,3,,5,,,4,,24,1,0,,,1,2,22
1,30001243,,2,27,2018,2,1,,Manor,TX,78653,5,AU,,-97.559,30.342,5,3,3,3,0,1,,5,,,1;96,PROXIMITY TO FAMILY,16,0,0,,,2,2,26
1,30001384,,3,27,2018,2,1,,Austin,TX,78736,5,AU,,-97.932,30.253,5,2,2,2,5,1,,4,1,78749,1;5;6,,22,0,0,,,2,2,28
1,30001441,,3,8,2018,4,1,,Austin,TX,78759,5,AU,,-97.739,30.411,1,0,1,1,0,1,,5,,,1;4;5;6,,12,0,0,,,2,2,5
1,30001600,,8,27,2018,1,1,,Austin,TX,78745,5,AU,,-97.782,30.191,3,2,3,3,1,1,,1,1,78745,1,,16,0,0,,,2,2,17
1,30001907,,3,20,2018,2,1,,AUSTIN,TX,78757,5,AU,,-97.729,30.337,6,1,2,2,8,1,,5,,,1;3;4;6;7;8,,22,3,0,,,2,2,21
1,30001915,,4,11,2018,3,1,,Austin,TX,78747,5,AU,,-97.776,30.157,2,1,1,1,0,5,,5,,,1,,10,0,0,,,2,2,8
1,30001998,,2,14,2018,3,1,,AUSTIN,TX,78738,5,AU,,-97.961,30.324,3,2,1,1,2,1,,3,2,10583,2;3;96,0,25,7,0,,,2,2,20
1,30002129,,2,20,2018,2,1,,LAGO VISTA,TX,78645,5,AU,,-97.987,30.479,1,0,1,1,0,1,,5,,,6,,5,0,0,,,2,2,6
1,30002177,,2,21,2018,3,1,,AUSTIN,TX,78745,5,AU,,-97.780,30.224,2,1,2,2,2,1,,5,,,3,,10,0,0,,,2,2,3
1,30002194,,3,26,2018,1,1,,Austin,TX,78737,5,AU,,-97.911,30.227,3,3,3,3,1,1,,5,,,1;2,,21,1,0,,,2,2,6
1,30002200,,2,21,2018,3,1,,MANOR,TX,78653,5,AU,,-97.535,30.318,2,1,2,2,3,1,,2,1,78728,1,,12,2,1,,,2,2,12
1,30002227,,2,14,2018,3,1,,Austin,TX,78745,5,AU,,-97.786,30.189,6,2,2,2,0,1,,5,,,1;6,,7,0,0,,,2,1,14
1,30002362,,5,9,2018,3,1,,Austin,TX,78702,5,AU,,-97.736,30.257,2,0,0,0,0,1,,5,,,1;6,,5,1,0,,,3,2,4
1,30002423,,2,15,2018,4,1,,MANOR,TX,78653,5,AU,,-97.515,30.355,6,2,3,3,3,1,,3,1,78745,96,0,20,0,0,,,2,2,20
1,30002507,,2,14,2018,3,1,,Austin,TX,78745,5,AU,,-97.793,30.199,1,1,0,0,0,4,,2,1,78748,1,,4,0,0,,,3,2,4
