,lever_position,incRank,Realized_INEXUS,incomeInThousands,lever_position_fleetsize,lever_position_price,logsum_relative_to_baseline,logsum_trip_Potential_INEXUS,realized_relative_to_baseline
145,3.0,19,-1.191387601235183,300.51817629745904,1,3.0,-0.010022409425949615,-0.5774070083153688,0.014899068018921187
146,3.0,20,-1.2101822180131812,486.5163199619402,1,3.0,-0.008465403827056042,-0.5943224101879537,0.003051018951997769
147,5.0,0,-1.234505480129471,6.758604773837601,1,5.0,0.0015323285027953439,-0.6424609257119468,0.010028069605945959
148,5.0,1,-1.2715652155511823,17.43808337909869,1,5.0,-0.004734019701993816,-0.6923995381311704,0.003226513504561821
149,5.0,2,-1.2837336497493985,25.611301045811754,1,5.0,0.0016000811213056994,-0.6826541920621972,0.01303702683752069
150,5.0,3,-1.2192687286340491,33.40312467160726,1,5.0,-0.006479813049361395,-0.6139306427805036,0.0204051429442543
151,5.0,4,-1.1951381080862715,41.006932491974574,1,5.0,-0.0002511397652342095,-0.5779336202835257,0.022012370999480606
152,5.0,5,-1.2147951099883518,48.645435536214094,1,5.0,-0.002411779858706746,-0.6089308752392953,-0.024480302969164
153,5.0,6,-1.1973384588875278,56.67029888593119,1,5.0,0.0033213841686744582,-0.5895199583140749,0.00046616023760995853
154,5.0,7,-1.177548985140166,64.49707460808213,1,5.0,-0.006145613580452429,-0.5737521996286141,0.018011887154442692
155,5.0,8,-1.2067023079968633,72.59227141402694,1,5.0,-0.008715962785801116,-0.5925167967447017,0.005146453410668934
156,5.0,9,-1.1894200109338984,81.4699390275587,1,5.0,-0.009358094495247748,-0.5847189176444907,0.006873421996689157
157,5.0,10,-1.1923347477627826,91.26006168731246,1,5.0,-0.006626617047088334,-0.588046812857583,0.026045716088883425
158,5.0,11,-1.1646003244801286,100.85257876552164,1,5.0,-0.007820282703752703,-0.5608537296760657,0.004229570165480388
159,5.0,12,-1.1290339799241216,110.64550191647598,1,5.0,-0.003446614403543664,-0.5359231472636984,0.01563739203592705
160,5.0,13,-1.148940317492535,122.03469282159011,1,5.0,-0.018552142045481033,-0.5519377795150567,-0.009289621172934534
161,5.0,14,-1.18730285195123,135.24673961898674,1,5.0,-0.01469374109936545,-0.5713253455575177,-0.023463480508882306
162,5.0,15,-1.1516572566905405,150.62988005351747,1,5.0,0.00030563813907706893,-0.5663136261450057,0.0488228035615128
163,5.0,16,-1.21233973288404,168.277974670215,1,5.0,-0.009460031233156483,-0.5927251532132453,0.0051332018769913714
164,5.0,17,-1.1983698267099854,191.50390974073972,1,5.0,-0.00258223287619075,-0.5853661141102635,0.012913512799481748
165,5.0,18,-1.221187596539667,225.88317417439842,1,5.0,-0.008014153796341949,-0.6057365477478172,0.015701247638471683
166,5.0,19,-1.184791404294929,300.5414540022957,1,5.0,-0.01487395371802642,-0.5839362580193331,0.025131867937102353
167,5.0,20,-1.1836458096305622,486.2370342830544,1,5.0,-0.003572591718857012,-0.5889898086978475,0.02429914818424985
168,8.0,0,-1.2368093587376998,6.75941538412919,1,8.0,0.002124230549180831,-0.6436333506807096,0.013896272513052572
169,8.0,1,-1.2712984559505613,17.43799774495312,1,8.0,-0.00013827293698262508,-0.6881533183202307,0.0073606977632504275
170,8.0,2,-1.290170940527378,25.613523651958335,1,8.0,0.0016293310657066581,-0.6786786908207402,-0.005366196256826952
171,8.0,3,-1.2111031202491973,33.40361440482839,1,8.0,0.0006003235656328452,-0.6093386991946147,0.031191299173372586
172,8.0,4,-1.1963130293769568,41.00695402889852,1,8.0,-0.008429267972713978,-0.5832188401717298,0.017622667885892195
173,8.0,5,-1.1969364690746591,48.6401140030314,1,8.0,0.002904129380658164,-0.6031849275654118,-0.0018399087752467517
174,8.0,6,-1.2025986341235348,56.668714984546945,1,8.0,-0.002695342840085269,-0.591876836732753,-0.0026408089563861835
175,8.0,7,-1.1823210406809705,64.50187365250476,1,8.0,-0.0030465992145685744,-0.5726826447837609,0.015124456549698998
176,8.0,8,-1.200899080976497,72.59069695140067,1,8.0,-0.0004370562600734288,-0.5848554307541979,0.013349025758480628
177,8.0,9,-1.166390657541785,81.47204300057533,1,8.0,-0.005564185163948251,-0.5793409191935899,0.01931578502629364
178,8.0,10,-1.196496332744807,91.25335851960143,1,8.0,-0.009975784950348158,-0.587474245182472,0.021805910497332482
179,8.0,11,-1.1540552944287066,100.84773474015148,1,8.0,-0.0150095057951674,-0.5685266723025364,0.02463603887236233
180,8.0,12,-1.1420551566354702,110.65515073697877,1,8.0,-0.013544709847132652,-0.543189317303607,-0.0049507524715065995
181,8.0,13,-1.1483511420801047,122.03175917244769,1,8.0,-0.01804846459189186,-0.5502164327551728,-0.014781960513176866
182,8.0,14,-1.1638339731641862,135.2525097380539,1,8.0,-0.007892096650325949,-0.5631169291455616,0.009191558331879205
183,8.0,15,-1.1777822487587066,150.63019900409034,1,8.0,-0.007220824386147706,-0.5710622619860469,0.03046906374069636
184,8.0,16,-1.2057362283852446,168.2886081225746,1,8.0,-0.00873917013502741,-0.5917254590676057,-0.0004204385725089546
185,8.0,17,-1.1819188179772322,191.51045498628574,1,8.0,-0.010429656859045826,-0.5916313664770707,0.02510153230521583
186,8.0,18,-1.210236964759046,225.8575921664581,1,8.0,-0.00937499448879701,-0.6059101362102375,0.031107619256296043
187,8.0,19,-1.1760356367059777,300.53941531525334,1,8.0,-0.014140232529054534,-0.5850593571120286,0.0318653262931933
188,8.0,20,-1.1854734567536798,486.07997573711407,1,8.0,-0.011879038750000797,-0.5966303261376051,0.01968737167728284
