,ST_YEAR,ST_MONTH,GEOID,Unnamed: 0_x,membership_type,geometry_x,index_right_x,area_x,Unnamed: 0_y,driver,geometry_y,index_right_y,area_y,observed,simulated
396,,,4.8453E+11,,,,0,,2,2,2,2,2,0,10
397,,,4.8453E+11,,,,0,,4,4,4,4,4,0,20
398,,,4.8453E+11,,,,0,,13,13,13,13,13,0,65
399,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
400,,,4.8453E+11,,,,0,,10,10,10,10,10,0,50
401,,,4.8453E+11,,,,0,,2,2,2,2,2,0,10
402,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
403,,,4.8453E+11,,,,0,,23,23,23,23,23,0,115
404,,,4.8453E+11,,,,0,,7,7,7,7,7,0,35
405,,,4.8453E+11,,,,0,,15,15,15,15,15,0,75
406,,,4.8453E+11,,,,0,,11,11,11,11,11,0,55
407,,,4.8453E+11,,,,0,,8,8,8,8,8,0,40
408,,,4.8453E+11,,,,0,,6,6,6,6,6,0,30
409,,,4.8453E+11,,,,0,,9,9,9,9,9,0,45
410,,,4.8453E+11,,,,0,,11,11,11,11,11,0,55
411,,,4.8453E+11,,,,0,,5,5,5,5,5,0,25
