taz,parkingType,chargingType,reservedFor,pricingModel,feeInCents,parkingZoneId,numStalls
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1291,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1292,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1293,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1294,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1295,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1296,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1297,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1298,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1299,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1300,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1301,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1302,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1303,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1304,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1305,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1306,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1307,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1308,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1309,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1310,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1311,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1312,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1313,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1314,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1315,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1316,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1317,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1318,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1319,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1320,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1321,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1322,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1323,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1324,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1325,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1326,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1327,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1328,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1329,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1330,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1331,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1332,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1333,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1334,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1335,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1336,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1337,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1338,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1339,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1340,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1341,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1342,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1343,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1344,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1345,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1346,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1347,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1348,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1349,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1350,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1351,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1352,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1353,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1354,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1355,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1356,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1357,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1358,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1359,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1360,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1361,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1362,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1363,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1364,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1365,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1366,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1367,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1368,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1369,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1370,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1371,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1372,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1373,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1374,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1375,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1376,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1377,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1378,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1379,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1380,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1381,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1382,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1383,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1384,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1385,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1386,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1387,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1388,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1389,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1390,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1391,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1392,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1393,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1394,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1395,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1396,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1397,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1398,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1399,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1400,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1401,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1402,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1403,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1404,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1405,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1406,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1407,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1408,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1409,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1410,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1411,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1412,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1413,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1414,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1415,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1416,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1417,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1418,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1419,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1420,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1421,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1422,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1423,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1424,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1425,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1426,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1427,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1428,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1429,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1430,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1431,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1432,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1433,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1434,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1435,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1436,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1437,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1438,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1439,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1440,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1441,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1442,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1443,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1444,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1445,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1446,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1447,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1448,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1449,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1450,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1451,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1452,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1453,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1454,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1455,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1456,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1457,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1458,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1459,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1460,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1461,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1462,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1463,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1464,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1465,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1466,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1467,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1468,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1469,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1470,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1471,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1472,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1473,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1474,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1475,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1476,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1477,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1478,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1479,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1480,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1481,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1482,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1483,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1484,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1485,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1486,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1487,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1488,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1489,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1490,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1491,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1492,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1493,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1494,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1495,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1496,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1497,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1498,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1499,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1500,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1501,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1502,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1503,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1504,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1505,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1506,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1507,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1508,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1509,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1510,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1511,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1512,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1513,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1514,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1515,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1516,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1517,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1518,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1519,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1520,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1521,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1522,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1523,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1524,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1525,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1526,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1527,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1528,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1529,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1530,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1531,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1532,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1533,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1534,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1535,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1536,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1537,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1538,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1539,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1540,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1541,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1542,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1543,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1544,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1545,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1546,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1547,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1548,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1549,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1550,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1551,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1552,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1553,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1554,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1555,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1556,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1557,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1558,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1559,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1560,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1561,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1562,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1563,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1564,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1565,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1566,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1567,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1568,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1569,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1570,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1571,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1572,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1573,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1574,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1575,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1576,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1577,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1578,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1579,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1580,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1581,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1582,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1583,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1584,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1585,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1586,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1587,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1588,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1589,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1590,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1591,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1592,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1593,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1594,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1595,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1596,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1597,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1598,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1599,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1600,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1601,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1602,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1603,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1604,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1605,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1606,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1607,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1608,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1609,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1610,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1611,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1612,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1613,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1614,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1615,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1616,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1617,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1618,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1619,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1620,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1621,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1622,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1623,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1624,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1625,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1626,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1627,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1628,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1629,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1630,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1631,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1632,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1633,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1634,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1635,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1636,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1637,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1638,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1639,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1640,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1641,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1642,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1643,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1644,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1645,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1646,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1647,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1648,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1649,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1650,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1651,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1652,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1653,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1654,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1655,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1656,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1657,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1658,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1659,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1660,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1661,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1662,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1663,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1664,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1665,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1666,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1667,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1668,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1669,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1670,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1671,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1672,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1673,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1674,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1675,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1676,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1677,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1678,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1679,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1680,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1681,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1682,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1683,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1684,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1685,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1686,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1687,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1688,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1689,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1690,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1691,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,1692,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1693,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1694,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,1695,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1696,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1697,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1698,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1699,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1700,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1701,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1702,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1703,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1704,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,1705,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1706,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1707,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1708,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,1709,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1710,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,1711,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,1712,35
